WikiData QID	parent	ML_ID	label	description	wiktionary
		ML_CUSTOM_PAROXYTONE	paroxytone	With the stress upon the [penultimate](#penultima) (second to last) syllable (e.g. [_εθνολόγος_](https://en.wiktionary.org/wiki/%CE%B5%CE%B8%CE%BD%CE%BF%CE%BB%CF%8C%CE%B3%CE%BF%CF%82#Greek) (ethnológos)). (Compare with [_oxytone_](#oxytone), [_proparoxytone_](#proparoxytone) and [_barytone_](#barytone).)	https://en.wiktionary.org/wiki/paroxytone
		ML_CUSTOM_PART-OF-SPEECH	part of speech	The category that a word belongs to, with respect to how it's used as part of phrases and sentences. Examples are [nouns](#noun), [adjectives](#adjective) and [verbs](#verb). The part of speech is inherent in the word itself, and is independent of any specific role that the word may have within any given sentence (e.g. subject, [direct object](#direct_object)). Words may belong to more than one part of speech: English [_this_](https://en.wiktionary.org/wiki/this#English) is both a [determiner](#determiner) and a [pronoun](#pronoun), while [_coat_](https://en.wiktionary.org/wiki/coat#English) is both a noun and a verb.	https://en.wiktionary.org/wiki/part_of_speech
		ML_CUSTOM_PARTIAL-CALQUE	partial calque	A term which is only in part a [calque](#calque), such that a part was translated and the other was [borrowed](#loanword) directly. For example, English [_liverwurst_](https://en.wiktionary.org/wiki/liverwurst#English) is a partial calque of German [_Leberwurst_](https://en.wiktionary.org/wiki/Leberwurst#German): the first part [_Leber_](https://en.wiktionary.org/wiki/Leber#German) (“liver”) was translated, but the second part [_Wurst_](https://en.wiktionary.org/wiki/Wurst#German) (“sausage”) was borrowed without translation. Another case is Portuguese [_verbo frasal_](https://en.wiktionary.org/wiki/verbo_frasal#Portuguese), where [_verbo_](https://en.wiktionary.org/wiki/verbo#Portuguese) (“verb”) is a translation, but [_frasal_](https://en.wiktionary.org/wiki/frasal#Portuguese) (“sentential”) is a [semantic loan](#semantic_loan) of English [_phrasal_](https://en.wiktionary.org/wiki/phrasal#English) (which translates to Portuguese [_locucional_](https://en.wiktionary.org/wiki/locucional#Portuguese)). A partial calque is also known as a [_loanblend_](https://en.wiktionary.org/wiki/loanblend).	https://en.wiktionary.org/wiki/partial_calque
		ML_CUSTOM_PARTITIVE	partitive	Indicating partialness or indeterminateness, such as "some water" or "something nice". In Dutch, it is a word form that is used when referring to undetermined things or amounts (example: _iets interessants_ = "something interesting"). French has special partitive [articles](#article) which qualify indefinite [mass nouns](#mass_noun) (example: _J'ai du café_ can be translated as either "I have **some** coffee" or simply "I have coffee").	https://en.wiktionary.org/wiki/partitive
		ML_MORPH-VALUE_PARTITIVE-CASE	partitive case	A [case](#case) that expresses a partial object or an action that is not performed to completion.	https://en.wiktionary.org/wiki/partitive_case
		ML_CUSTOM_PASSIVE-VOICE	passive voice	the [voice](#voice) verb form in which the subject is not the person or thing doing the action, and is usually having the action done on them (compare [active voice](#active_voice)), e.g. _the ball was kicked (by the boy)._ (See also [_voice_](#voice))	https://en.wiktionary.org/wiki/passive_voice
		ML_CUSTOM_PAST-HISTORIC	past historic	A [tense](#tense) found primarily in writing in some languages, especially certain [Romance languages](https://en.wikipedia.org/wiki/Romance_languages). It has the same meaning as the [preterite](#preterite) but is used particularly in [narrative](https://en.wiktionary.org/wiki/narrative).	https://en.wiktionary.org/wiki/past_historic
		ML_CUSTOM_PAST-PERFECT	past perfect	Same as [_pluperfect_](#pluperfect).	
		ML_CUSTOM_PAUCAL	paucal	A [grammatical number](#number) found in some languages (e.g. [Arabic](https://en.wikipedia.org/wiki/Arabic_language)) that indicates a small number of items or individuals, often around 3 to 10. Usually contrasts with [singular](#singular_number), [dual](#dual_number) and [plural](#plural_number).	https://en.wiktionary.org/wiki/paucal
		ML_CUSTOM_PEJORATIVE	pejorative	A word form expressing a negative or belittling attitude towards the person or thing referred to. Compare English [_artsy-fartsy_](https://en.wiktionary.org/wiki/artsy-fartsy#English) with the neutral equivalent [_artistic_](https://en.wiktionary.org/wiki/artistic#English). Some languages have specific prefixes or suffixes for expressing a pejorative attitude, e.g. Spanish [_-ucho_](https://en.wiktionary.org/wiki/-ucho#Spanish)/[_-acho_](https://en.wiktionary.org/wiki/-acho#Spanish) or English [_schm-_](https://en.wiktionary.org/wiki/schm-#English).	https://en.wiktionary.org/wiki/pejorative, https://en.wiktionary.org/wiki/derogatory
		ML_CUSTOM_PEJORATIVE-COLLECTIVE	pejorative collective	A word form expressing both (pejorative and collective). Known for some collective words in Russian with [_-ьё_](https://en.wiktionary.org/wiki/-%D1%8C%D1%91#Russian) (-ʹjó) suffix, e.g. [_бабьё_](https://en.wiktionary.org/w/index.php?title=%D0%B1%D0%B0%D0%B1%D1%8C%D1%91&action=edit&redlink=1) (babʹjó), [_мужичьё_](https://en.wiktionary.org/w/index.php?title=%D0%BC%D1%83%D0%B6%D0%B8%D1%87%D1%8C%D1%91&action=edit&redlink=1) (mužičʹjó), [_cтаричьё_](https://en.wiktionary.org/w/index.php?title=c%D1%82%D0%B0%D1%80%D0%B8%D1%87%D1%8C%D1%91&action=edit&redlink=1) (ctaričʹjó), [_тряпьё_](https://en.wiktionary.org/wiki/%D1%82%D1%80%D1%8F%D0%BF%D1%8C%D1%91#Russian) (trjapʹjó), for some with [_-ня́_](https://en.wiktionary.org/wiki/-%D0%BD%D1%8F#Russian) (-njá) suffix, e.g. [_алкашня́_](https://en.wiktionary.org/wiki/%D0%B0%D0%BB%D0%BA%D0%B0%D1%88%D0%BD%D1%8F#Russian) (alkašnjá), [_волосня́_](https://en.wiktionary.org/wiki/%D0%B2%D0%BE%D0%BB%D0%BE%D1%81%D0%BD%D1%8F#Russian) (volosnjá), for some with [_-та́_](https://en.wiktionary.org/wiki/-%D1%82%D0%B0#Russian) (-tá) suffix, e.g. [_школота́_](https://en.wiktionary.org/wiki/%D1%88%D0%BA%D0%BE%D0%BB%D0%BE%D1%82%D0%B0#Russian) (školotá).	https://en.wiktionary.org/wiki/pejorative, https://en.wiktionary.org/wiki/collective
		ML_CUSTOM_PENULTIMA	penultima	The next-to-last [syllable](#syllable) of a word.	https://en.wiktionary.org/wiki/penultima
		ML_CUSTOM_PERFECTIVE	perfective	The [aspect](#aspect) of a verb that denotes viewing the event the verb describes as a simple whole rather than as having internal structure. For example, "she sat down" as opposed to "she was sitting down". As this may often lead to an interpretation of completeness of what is expressed by the verb, this aspect is generally associated with the past and future tenses. Common in [Slavic languages](https://en.wikipedia.org/wiki/Slavic_languages) such as Russian. This term is often used interchangeably with [_aorist_](#aorist) aspect. Not to be confused with [_perfect_](#perfect). / Contrast [_imperfective_](#imperfective).	https://en.wiktionary.org/wiki/perfective
		ML_CUSTOM_PERIPHRASTIC	periphrastic	Using more words to produce a grammatical effect. For example, "more fair" is a _periphrastic_ form of "fairer". The English future tense requires _periphrastic_ usage: "I _will write_ an essay." (Compare [_monolectic_](#monolectic) and [_polylectic_](#polylectic).)	https://en.wiktionary.org/wiki/periphrastic
		ML_MORPH-VALUE_PERSON	person	A grammatical category that indicates the relationship between the speaker and what is being spoken of. Examples are [first person](#first_person), [second person](#second_person) and [third person](#third_person).	https://en.wiktionary.org/wiki/person
		ML_MORPH-VALUE_PERSONAL	personal	Having reference particular to humans and other entities having personality such as a named animal, a deity, a personification, etc. Compare [_animate_](#animate).	https://en.wiktionary.org/wiki/personal
		ML_CUSTOM_PHONEME	phoneme	An indivisible unit of sound in a given language, an abstraction of the physical speech sounds.	https://en.wiktionary.org/wiki/phoneme
		ML_CUSTOM_PHONO-SEMANTIC-COMPOUND	phono-semantic compound	A Chinese character ([CJKV](#CJKV) character) composed of a component which is related to the meaning of the character and another component which is related to the sound of the character, example: the character [_媽_](https://en.wiktionary.org/wiki/%E5%AA%BD#Chinese) / [_妈_](https://en.wiktionary.org/wiki/%E5%A6%88#Chinese) (mā, literally “mother”) ([OC](https://en.wiktionary.org/wiki/Old_Chinese) *maːʔ) is a phono-semantic compound made up of the semantic [_女_](https://en.wiktionary.org/wiki/%E5%A5%B3#Chinese) (literally “female”) (on the left-hand side of _媽_ / _妈_) and the phonetic [_馬_](https://en.wiktionary.org/wiki/%E9%A6%AC#Chinese) / [_马_](https://en.wiktionary.org/wiki/%E9%A9%AC#Chinese) (mǎ) (OC *mraːʔ) (on the right-hand side of _媽_ / _妈_).	https://en.wiktionary.org/wiki/phono-semantic_compound
		ML_CUSTOM_PHONO-SEMANTIC-MATCHING	phono-semantic matching	A word [borrowed](#borrowing) into one language from another in a way that completely or partially preserves both the original sound and meaning. Phono-semantic matchings are especially common in Mandarin Chinese; examples are [_可口可樂_](https://en.wiktionary.org/wiki/%E5%8F%AF%E5%8F%A3%E5%8F%AF%E6%A8%82#Chinese) / [_可口可乐_](https://en.wiktionary.org/wiki/%E5%8F%AF%E5%8F%A3%E5%8F%AF%E4%B9%90#Chinese) (Kěkǒukělè, “Coca-Cola”, literally “tasty [and] entertaining”) and [_萬維網_](https://en.wiktionary.org/wiki/%E8%90%AC%E7%B6%AD%E7%B6%B2#Chinese) / [_万维网_](https://en.wiktionary.org/wiki/%E4%B8%87%E7%BB%B4%E7%BD%91#Chinese) (Wànwéiwǎng, “world wide web”, literally “myriad dimensional net”).	https://en.wiktionary.org/wiki/phono-semantic_matching
		ML_CUSTOM_PHRASE	phrase	A word or group of words that functions as a single unit in the [syntax](#syntax) of a [sentence](#sentence), usually consisting of a [head](#head), or central word, and elaborating words. Examples are _the good boy_ (a [noun](#noun) phrase), _very strange_ (an [adjective](#adjective) phrase), and _in the house_ (a [prepositional](#preposition) phrase). Normally distinguished from a [clause](#clause), a similar group of words that contains a [verb](#verb). Same as [set phrase](#set_phrase).	https://en.wiktionary.org/wiki/phrase
		ML_CUSTOM_PIECEWISE-DOUBLET	piecewise doublet	One of two (or more) derived words in a language that consist of components that all have the same [etymological](#etymology) roots, but which have entered the language at different points in time; in other words, one of two (or more) words that can be split into individual components and all of those components are [doublets](#doublet) of the equivalent components of the other words.	https://en.wiktionary.org/wiki/piecewise, https://en.wiktionary.org/wiki/doublet
		ML_CUSTOM_PL	pl	_See [_plural_](#plural)._	
		ML_CUSTOM_PLENE-SPELLING	plene spelling	From [plene](https://en.wiktionary.org/wiki/plene), meaning [full](https://en.wiktionary.org/wiki/full): In languages with [matres lectionis](https://en.wiktionary.org/wiki/mater_lectionis) ([consonant](#consonant) letters representing [vowels](#vowel)), the standardized form including those letters. The opposite of [defective spelling](#defective_spelling). A form with more letters representing vowels than the standard prescribes is called [excessive spelling](#excessive_spelling).	
		ML_CUSTOM_PLOSIVE	plosive	A [consonant](#consonant) sound produced by completely blocking the airflow through the mouth for a short time. In English, the plosives are [voiceless](#voiceless) /p/, /t/, /k/ (as in the initial sounds of _pea_, _tea_, _key_) and the corresponding [voiced](#voiced) sounds /b/, /d/, /ɡ/ (as in the initial sounds of _buy_, _die_, _guy_). Plosives are distinguished from [fricatives](#fricative), in which the air is mostly but not completely blocked, enough to cause a rough, hissing or buzzing sound, and [approximants](#approximant), in which the airflow is only slightly constricted, resulting in a smooth sound.	https://en.wiktionary.org/wiki/plosive
		ML_CUSTOM_PLUPERFECT	pluperfect	A verb form of [perfect](#perfect) [aspect](#aspect) and [past](#past) [tense](#tense), which is used to describe an action or event which is regarded as having been completed in the past, in relation to a time already in the past. E.g. _Tom had painted the fence before I got there_.	https://en.wiktionary.org/wiki/pluperfect
		ML_CUSTOM_PLURALE-TANTUM	plurale tantum	Same as plural only (see below).	https://en.wiktionary.org/wiki/plurale_tantum
		ML_CUSTOM_PLURAL-ONLY	plural only	A noun (or a sense of a noun) that is inherently plural and is not used (or is not used in the same sense) in the singular, such as [_pants_](https://en.wiktionary.org/wiki/pants#English) (in the senses of "legwear") or [_wheels_](https://en.wiktionary.org/wiki/wheels#English) (in the sense of "vehicle"), is _plural only_ or a [_plurale tantum_](https://en.wiktionary.org/wiki/plurale_tantum). In practice, most pluralia tantum are found in the singular in rare cases. (_See_ [Category:English pluralia tantum](https://en.wiktionary.org/wiki/Category:English_pluralia_tantum).) Contrast words which are **[**singular**](https://en.wiktionary.org/wiki/singular) [**only**](https://en.wiktionary.org/wiki/only) ([**singularia tantum**](https://en.wiktionary.org/wiki/singulare_tantum))**.	https://en.wiktionary.org/wiki/plural, https://en.wiktionary.org/wiki/only
